input,answer
"Two people are pushing a car. One person is pushing with a force of 450 N and the other person is pushing with a force of 300 N. What information is needed to determine the net force applied to the car by the people?
A. the direction of the road
B. the direction of the forces
C. the weight of the two people
D. the weight of the automobile",B
"A student proposes the rate of increase in a plant's mass will be proportional to the length of light exposure per day when all other variables are constant. How should this proposal be classified?
A. as a hypothesis
B. as a conclusion
C. as a theory
D. as a statement",A
"Approximately how many times will Earth rotate during one revolution around the Sun?
A. 1
B. 28
C. 365
D. 1440",C
"A shiny aluminum screen can be placed on the windshield of a parked car. This screen helps to keep the car cool because it
A. reflects the sunlight
B. absorbs heat
C. causes evaporation
D. conducts electricity",A
"Which property of an object can be described as smooth?
A. color
B. odor
C. size
D. texture",D
"During photosynthesis, plants absorb light energy from the Sun and convert it into chemical energy in the form of glucose. Which compounds combine in the presence of sunlight to form glucose?
A. carbon dioxide (CO2) and hydrogen (H2)
B. oxygen (O2) and carbon dioxide (CO2)
C. carbon dioxide (CO2) and water (H2O)
D. oxygen (O2) and water (H2O)",C
"A researcher is viewing a cell that has cell walls. To best narrow down the taxonomic group from which the cell belongs, which question should a researcher ask?
A. What is the composition of the cell walls?
B. Is a cell membrane also present?
C. Can any substances pass through the cell walls?
D. Do the cell walls help the cell to survive?",A
"Which of the following best explains what will occur when a population grows larger than the carrying capacity of its environment?
A. The emigration rate will decrease.
B. The competition rate will decrease.
C. The birth rate will increase.
D. The death rate will increase.",D
"Oceans have many layers of sediments. These layers become compacted when they are buried under other layers of sediments. Which is most likely to happen to the deepest layers?
A. They will be squeezed out onto deltas.
B. They will recrystallize into new rock.
C. They will become part of Earth's outer core.
D. They will melt in magma chambers.",B
"The first microscopes were built in the 1600s. Microscopes have improved since then, but still perform the same job. How do microscopes most help scientists?
A. They make small objects easier to see.
B. They make distant objects appear closer.
C. They reduce the glare from shiny objects.
D. The improve the brightness of dim objects.",A
"What do plants take from the air that helps them make food?
A. oxygen
B. nitrogen
C. carbon dioxide
D. hydrogen peroxide",C
"Which of the following is an abiotic factor that can influence the quantity of fish a pond can support?
A. availability of plants
B. concentration of bacteria
C. quality of water
D. number of consumers",C
"The islands in the mid-Pacific Ocean region were formed by
A. land subsidence.
B. deposition from currents.
C. wind and water erosion.
D. volcanic activity.",D
"Which term identifies a single unit of hereditary information?
A. egg cell
B. sperm cell
C. nucleus
D. gene",D
"A mother hen clucks loudly when danger is near and her chicks quickly gather around her. Which sense helps the chicks receive this warning about danger from their mother?
A. smell
B. taste
C. sight
D. sound",D
"Newly hatched turtles are easy prey for other animals. What is an important ability turtles have for better survival of their offspring?
A. to fight off predators
B. to produce a toxin that makes them taste bad
C. to lay hundreds of eggs so a few will survive
D. to dig a hole and hide from predators",C
"Mr. Mendoza's class studied different body systems. What is an important function of the circulatory system?
A. providing structural support to muscles
B. carrying oxygen to cells
C. getting energy from food
D. sending messages to the brain",B
"Which example shows a new substance being formed?
A. a candle burning
B. a shoelace being tied
C. a pipe being cut in half
D. a block of ice melting",A
"What do all mammals have in common that distinguishes them from birds?
A. eyes
B. fur
C. a brain
D. a heart",B
"Grooves running down the sides of a riverbank are most likely caused by
A. wind.
B. rocks.
C. leaves.
D. rainwater.",D
"Which of the following best describes a mineral?
A. a solid natural material with a crystal structure
B. a material that was once living but has decayed
C. a liquid chemical used to make soil more fertile
D. a nutrient produced by plants that other organisms need",A
"Plankton are tiny ocean organisms. The role of one type of plankton is to use the energy from the Sun to produce food that other animals eat. Which organism has the same role in the ocean as this type of plankton?
A. seaweed
B. turtle
C. dolphin
D. crab",A
"How many times does the Moon rotate on its axis during a lunar month?
A. one
B. two
C. three
D. four",A
"Changes to abiotic factors in an environment can impact biotic factors. Which statement is the BEST example of this situation?
A. Heavy rainfall increases soil erosion.
B. Melting glaciers cause sea levels to rise.
C. Cold temperatures cause rocks to weather.
D. Drought conditions increase competition among consumers.",D
"There are several different types of rock. Each type of rock is formed under different conditions. How are sedimentary rocks, such as shale and sandstone, formed?
A. Particles are heated by the Sun.
B. Particles are melted together by magma.
C. Particles are compressed into layers.
D. Particles are changed into liquids.",C
"Which disease is correctly paired with the cause of the disease?
A. athlete's foot - fungi
B. malaria - viruses
C. influenza - bacteria
D. pneumonia - protists",A
"Unequal distribution of the hormone auxin in plants helps to regulate the direction of plant growth. Which of the following is accomplished by plants in regulating the distribution of auxin?
A. pollination of flowers
B. transportation of nutrients
C. discouraging predation
D. responding to the environment",D
"Ten people became sick with the flu after attending a school dance. What is the scenario that could best explain how the people got sick?
A. contact with environmental sources
B. contact with an infected animal
C. contact with a contaminated object
D. contact with an infected person",D
"One way to protect against food poisoning is to
A. cook food to proper temperatures.
B. combine different types of food.
C. store food in glass containers.
D. defrost meat slowly on the counter.",A
"Which statement is a MAJOR mistake in the experimental design?
A. A control group was not used.
B. The same type of pot and soil was used.
C. Each plant received the same amount of water.
D. Too much data will be collected in three weeks.",A
"Which effect do rapidly cooling temperatures have on the water cycle?
A. Water droplets evaporate into vapor.
B. Water vapor condenses into droplets.
C. Condensation evaporates into precipitation.
D. Precipitation condenses into water droplets.",B
"A researcher found shark fossils on top of a mountain. This evidence suggests which of the following about this region?
A. It was once below a waterfall.
B. It was once part of a riverbed.
C. It was once covered by an ocean.
D. It was once near a freshwater lake.",C
"A student is measuring the distance a car travels down a ramp using yards. Which measurement is most similar in length when using the metric system of measurement?
A. centimeter
B. kilometer
C. millimeter
D. meter",D
"A marble is dropped in a glass of water. Which force pulls the marble to the bottom of the glass?
A. electricity
B. friction
C. gravity
D. magnetism",C
"Which scientist formulated rules that describe the observable relationships of plant traits to the traits of the ancestor plants?
A. Linus Pauling
B. Gregor Mendel
C. James Watson
D. Albert Einstein",B
"The invention of the telescope allowed which of the following to take place?
A. the discovery of cells
B. the identification of weather patterns
C. detailed observation of planets
D. communication between distant cities",C
"Which instrument should a student use to measure exactly 10 milliliters (mL) of water?
A. graduated cylinder
B. pan balance
C. ruler
D. thermometer",A
"A gas is heated and its temperature increases. What happens to the gas molecules?
A. They get bigger.
B. They move faster.
C. They move slower.
D. They increase in number.",B
"Which tool is used to measure the diameter of a dime?
A. ruler
B. beaker
C. balance
D. compass",A
"A rainforest area is experiencing a severe drought. As a consequence, the insect population has decreased. What will the insect-eating birds most likely do as a result of the drought?
A. stop searching for food until it begins to rain
B. begin reproducing to increase population
C. move to a new area to find food
D. start the process of hibernation",C
"Which unit is used to indicate the amount of energy in food?
A. ounce
B. degree
C. calorie
D. gram",C
"Wire was looped several times around an iron nail, and the wire's ends were connected to a battery. For which of these will this device most likely be used?
A. to produce a heat source
B. to demonstrate frictional forces
C. to create a magnetic field
D. to generate a sound wave",C
"Dust and ash entering the atmosphere as a result of volcanic eruptions can affect Earth's
A. tidal activity
B. orbital shape
C. weather and climate
D. rotation and revolution",C
"During which chemical process is energy absorbed?
A. iron nails rusting
B. candles burning
C. vegetables rotting
D. plants photosynthesizing",D
"When two nuclei are combined into one nucleus, there is a slight change in mass and the release of a large amount of energy. What is this process called?
A. conversion
B. reaction
C. fission
D. fusion",D
"The sound, light, and heat that a firecracker produces are originally stored as which type of energy?
A. nuclear energy
B. chemical energy
C. electrical energy
D. mechanical energy",B
"Vehicle exhaust contains a form of pollution called particulate matter. Technologies are being developed to reduce the amount of particulate matter in exhaust. A vehicle that produces less particulate matter would have the greatest impact on which aspect of human health?
A. heart health
B. respiratory health
C. the rate of birth defects
D. weight and physical fitness",B
"Janet learns that Earth is tilted. Due to its tilt, some areas on the surface of Earth experience darkness for an entire day. Which plant process is affected most during this darkness?
A. root growth
B. reproduction
C. photosynthesis
D. water absorption",C
"What types of cells are found only in organisms that reproduce sexually?
A. blood cells
B. neurons
C. skin cells
D. gametes",D
"Several dinosaur bones are discovered buried in volcanic ash. The type of dinosaur can best be identified by
A. knowing the location where the fossils were found.
B. establishing an inventory of bones collected.
C. comparing to characteristics of known dinosaurs.
D. knowing the absolute age of the fossils.",C
"Stretching is considered an important step before engaging in sports. In an investigation to see whether stretching before physical exertion reduces sports injuries, who would the control group most likely be?
A. athletes who stretch before working out
B. non-athletes who stretch before working out
C. athletes who do not stretch before working out
D. non-athletes who do not stretch before working out",C
"In the first half of this century, which technology allowed people, for the first time, to work IN the city but live OUTSIDE the city?
A. airplanes
B. automobiles
C. telephones
D. television",B
"Most sedimentary rock is made from sediments of other rock. Which of these processes would the sediments most likely go through to form sedimentary rock?
A. compaction and cementation
B. folding and recrystallization
C. melting and solidifying
D. heating and pressure",A
"Rocks and Earth and on the Moon are made of similar materials. What does this observation most likely suggest?
A. Both the Moon and Earth split off from the Sun.
B. Life must have existed on the Moon at one time.
C. The Moon was probably formed from material from Earth.
D. The whole solar system is made up of the same kinds of rocks.",C
"In any ecosystem, organisms interact with biotic and abiotic parts of the environment. As a result of all of the interactions, the matter within the system is
A. produced when plants grow.
B. recycled when organisms die.
C. lost when animals and plants die.
D. formed when new animals are born.",B
"Data indicate that chemical pollutants contaminate 53% of the waterways that empty into the Chesapeake Bay. These chemical pollutants are found in the tissues of animals living in the bay. Which group of people who live away from the bay might be most affected by these chemical pollutants?
A. people who walk near the bay
B. people who read books about the bay
C. people who consume fish from the bay
D. people who own boats docked in the bay",C
"Which behavior can help animals establish a territory?
A. A caribou herd migrates seasonally.
B. A scent trail leads ants to a food source.
C. A wolf pack howls to warn other wolves to stay away.
D. A honeybee society divides the work between its members.",C
"Arteries and veins are two important parts of the circulatory system. What is the relationship between arteries and veins?
A. They work together to exchange gases.
B. They work together to transport nutrients.
C. They work independently to remove wastes.
D. They work independently to relay messages.",B
"Which function is a role of a feedback system?
A. stimulation of appetite
B. identification of gender
C. determination of blood type
D. regulation of growth in the skeletal system",D
"Which technique will researchers studying the inheritance patterns of various disorders most likely use?
A. cladogram
B. DNA fingerprinting
C. gel electrophoresis
D. chromosomal analysis",D
"If a lake is polluted, which organism would most likely accumulate the highest concentration of contaminants?
A. bass
B. minnows
C. aquatic plants
D. fish-eating birds",D
"Which of these can only be found in a plant cell?
A. a nucleus
B. a vacuole
C. a chloroplast
D. a mitochondrion",C
"The Milky Way Galaxy is visible as a bright region in the night sky. Modern telescopic observation has made it possible to discover that the brightness of the Milky Way Galaxy is due primarily to which structure?
A. clouds of hot gas
B. large numbers of stars
C. high energy compounds
D. extremely reflective ice particles",B
"More sulfur dioxide is being added to the atmosphere. How will this most likely affect the hydrosphere?
A. There will be a decrease in sea level.
B. The acidity of the ocean will increase.
C. There will be an increase in fresh water.
D. The temperature of the oceans will decline.",B
"Plants transform energy when they make their own food. Which type of energy is used by plants for making food?
A. electrical
B. heat
C. light
D. mechanical",C
"Dominic placed a caterpillar in a container with different kinds of leaves. Which information should he record to find out what food this caterpillar eats?
A. the type of leaves the caterpillar has eaten
B. the amount of time for all the leaves to be eaten
C. the number of leaves that were put in the container
D. the number of minutes the caterpillar spends eating",A
"Which class of elements best conducts electricity?
A. metals
B. nonmetals
C. semimetals
D. noble (inert) gases",A
"What are the products in the chemical reaction below? NaOH + HCl -> NaCl + H_{2}O
A. sodium hydroxide and hydrogen chloride
B. sodium chloride and water
C. sodium, chlorine, hydrogen, and oxygen
D. sodium, chlorine, and water",B
"Termites eat wood but cannot digest it. Protozoans live in the termites' stomachs and use enzymes to break down the wood. The digested wood provides nutrition for both the termites and the protozoans. What type of relationship is this?
A. mutualism
B. parasitism
C. predation
D. commensalism",A
"In the Adirondack forests of New York, some trees have died. The change in the forest is thought to be related to air pollution and rain. Which abiotic factor most likely has been changed as a result of the pollution and rain which resulted in the death of the trees?
A. a decrease in the amount of available oxygen
B. an increase in the amount of sunlight
C. a decrease in the pH of the soil
D. an increase in soil nutrients",C
"The first step in the construction of a building typically involves
A. clearing the land.
B. setting the foundation.
C. servicing the structure.
D. installing utilities.",A
"What biological concept was Mendel studying when he crossed pea plants many times over many generations?
A. imbalance in ecosystems
B. predator-prey relationships
C. dominant and recessive traits
D. male and female genetic differences",C
"The following represents a number displayed on a calculator. 1.454545 E3. Which of the following shows how a student should record this number in a laboratory report?
A. (1.45)^3
B. 1 5/11
C. 1.45 x 10^3
D. 1.45 x 3",C
"In which process is nitrogen from the air put into a form that plants can use?
A. nitrification
B. denitrification
C. nitrogen saturation
D. nitrogen fixation",D
"The surface of the Moon is covered with craters. Most of these craters were formed by
A. eruptions of active volcanoes
B. the impacts of many meteoroids
C. shifting rock on the Moon's surface (""moonquakes"")
D. tidal forces caused by the Earth and Sun",B
"Which event would most likely occur if the number of nitrogen fixing bacteria were reduced within an ecosystem?
A. plants would have more nitrates to take up
B. plants and animals would decompose faster
C. high levels of ammonia would accumulate in the soil
D. the level of nitrogen gas in the atmosphere would increase",D
"Census data show that the human population doubled from 2.65 billion in 1953 to 5.3 billion in 1990. If it continues to double at this rate, the human population could reach 10 billion by the year 2020. Which best explains how this rate of human growth can harm the environment on which humans depend?
A. by gradually making up more available energy
B. by using resources faster than they can be replaced
C. by changing how matter cycles through an ecosystem
D. by increasing the variety of ecosystems that are supported",B
"Bats find their prey at night using one of their senses to detect echoes. What does the bat send out to find prey?
A. odors
B. light
C. sound
D. electricity",C
"Which two objects produce their own light?
A. candle and moon
B. moon and mirror
C. sun and candle
D. mirror and sun",C
"Which example describes an organism taking in nutrients?
A. a dog burying a bone
B. a girl eating an apple
C. an insect crawling on a leaf
D. a boy planting tomatoes in a garden",B
"In eukaryotic organisms, interaction between which organelles is most important for cell shape, tensile strength, and communication between cells?
A. cytoskeleton and cell membrane
B. cytoplasm and Golgi apparatus
C. nucleus and endoplasmic reticulum
D. ribosome and central vacuole",A
"A radio station broadcasting across a large area is experiencing thunderstorms. How will the radio waves from the station be affected?
A. wavelength will be increased
B. amplitude will be unchanged
C. frequency will be distorted
D. speed will be decreased",C
"An electrical circuit can be used to break down water into hydrogen and oxygen. In this process, electrical energy produces
A. kinetic energy.
B. physical changes.
C. chemical changes.
D. potential energy.",C
"Which method could be used to separate a solution of table salt and water?
A. mixing
B. settling
C. filtration
D. evaporation",D
"Which is an example of light being reflected?
A. taking a picture
B. using a magnifying glass
C. looking into a mirror
D. using eyeglasses",C
"What is the MAJOR role of the Sun in the water cycle?
A. It causes evaporation.
B. It allows plants to grow.
C. It provides heat for organisms.
D. It transmits light.",A
"Which activity is an example of a chemical change?
A. dissolving table salt in water
B. hammering aluminum into thin sheets
C. melting gold to make jewelry
D. burning wood to produce ashes",D
"A city has a temperature of 75 °F, with partly cloudy skies. Weather forecasters are predicting that the air pressure and temperature will drop during the day. Which type of weather is most likely for this area in the late afternoon?
A. rainy.
B. sunny.
C. snowing.
D. hailing.",A
"In Maryland, most bears have thick, dark fur. Which statement best explains how dark fur helps bears survive in the forests of Maryland?
A. Dark fur is lightweight.
B. Dark fur scares enemies.
C. Dark fur helps bears hide.
D. Dark fur keeps bears cool.",C
"Nicole was studying different ecosystems. She compared the number of plants living in a forest to those in a desert. Which factor best explains why more plants may survive in a forest?
A. There is more rain in the forest.
B. There is more oxygen in the forest.
C. There is more sunlight in the forest.
D. There is more competition in the forest.",A
"A short plant with a thick, fleshy stem, extensive roots, and a short blooming period would most likely be found in which of the following environments?
A. prairie
B. desert
C. coniferous forest
D. deciduous forest",B
"What happens when oil is placed in water?
A. Some oil sinks below the surface.
B. Oil droplets form in the water.
C. The oil and water mix together.
D. The oil floats on top of the water.",D
"A decomposer is an organism that
A. hunts and eats animals
B. migrates for the winter
C. breaks down dead plants and animals
D. uses water and sunlight to make food",C
"Which of the following correctly orders part of a fish's respiratory system from the least complex to most complex?
A. cells -> gills -> tissues
B. cells -> tissues -> gills
C. gills -> tissues -> cells
D. tissues -> gills -> cells",B
"Most birds sit on their eggs until they hatch. Which of these is the most important reason why birds sit on their eggs?
A. to keep the eggs inside the nest
B. to keep the eggs warm
C. to protect the eggs from the wind
D. to protect the eggs from the rain",B
"A lab technician places a colony of bacterial cells in a nutrient-rich growth medium. Which event is the technician most likely to observe with a microscope?
A. cell division
B. cellular respiration
C. heat production
D. food storage",A
"When sound waves with large amplitude are compared to sound waves with small amplitude, which of the following is true?
A. Sound waves with large amplitudes have less energy and sound quieter.
B. Sound waves with large amplitudes have more energy and sound louder.
C. Sound waves with large amplitudes have the same energy and sound quieter.
D. Sound waves with large amplitudes have the same energy and sound louder.",B
"Vinegar and water are placed in a container and stirred. What is formed when they are mixed?
A. gas
B. solid
C. solution
D. compound",C
"Which of the following best describes the climate of an area?
A. the high temperature and wind speed for six months
B. the high temperature and wind speed each day for one year
C. the temperature and precipitation every hour for one day
D. the average temperature and total precipitation each month for ten years",D
"Salt and pepper are placed together in a container. When the container is shaken, the salt and pepper become a
A. liquid.
B. mixture.
C. solution.
D. suspension.",B
"All natural resources on Earth are either renewable or nonrenewable. Whether a resource is renewable or nonrenewable depends on how fast or slow the resource is replaced. If the resource is used faster than it is replaced, then the resource will, in time, disappear. Which statement describes the use of a renewable natural resource?
A. A home burns natural gas for heat.
B. A city burns coal to generate electricity.
C. A farmer plants different types of crops to protect the soil.
D. A construction crew builds a road from rock, sand, and gravel.",C
"Which of the following statements best explains why earthquakes occur more frequently in California than in Massachusetts?
A. The rock found in California is igneous, but the rock found in Massachusetts is sedimentary.
B. California is located on the boundary of two crustal plates, but Massachusetts is not.
C. The rock under California is soft, but the rock under Massachusetts is hard.
D. California is located on a continental plate, but Massachusetts is not.",B
"Which of these describes a chemical change?
A. water freezing
B. paper burning
C. water becoming steam
D. paper being torn",B
"A large tree was cut down with a saw. What is the best way to estimate the age of this tree?
A. measure the height of the tree
B. measure the thickness of the bark
C. count the number of rings in the trunk
D. count the branches growing from the trunk",C
"From smallest to largest, the levels of organization in living things are
A. tissues, cells, organs, organ systems.
B. tissues, cells, organ systems, organs.
C. cells, tissues, organs, organ systems.
D. cells, tissues, organ systems, organs.",C
"Which object is nonliving?
A. bear
B. bicycle
C. bird
D. butterfly",B
"What happens when oil and water are mixed?
A. The mixture changes color.
B. The water becomes cloudy.
C. The oil dissolves in the water.
D. The oil and water remain separate.",D
"Students measure the time for toy cars of different masses to roll down a hill. Which of the following units should the students use to measure time?
A. centimeters
B. grams
C. milliliters
D. seconds",D
"A homeowner wants to use a renewable resource to heat the home. Which resource would be the best to use?
A. coal
B. gas
C. oil
D. solar",D
"Which of the following animal features most helps the animal move around in its habitat?
A. A bird's sharp beak
B. A cow's tail
C. A sea turtle's flippers
D. A black bear's fur",C
"A student observes cells in an object by using a microscope. The student thinks that the object was part of a living thing. Which statement explains why cell theory can be used to support the student's thinking?
A. Cell theory was developed using a microscope.
B. Cell theory was developed to study living things.
C. Cell theory states that all living things are made of cells.
D. Cell theory states that scientists may classify things as living or nonliving.",C
"A researcher observes that an organism placed in a glass container filled with water moves away when a penlight is focused on the container. The researcher concludes that the organism is light sensitive. Which other explanation for the organism's response to the light is most possible?
A. The organism avoids radio waves.
B. The organism avoids gamma rays.
C. The organism moves away from vibrations.
D. The organism moves away from heat sources.",D
"Which behavior is an example of an animal adapting to a change in the environment?
A. a squirrel climbing a tree
B. a rabbit feeding its young
C. a frog eating an insect
D. a bird migrating south",D
"Mitochondria are cell organelles that play a large role in energy processes within the body. Which cells are most likely to have a greater amount of mitochondria?
A. skin
B. bone
C. blood
D. muscle",D
"Which would be the best method to use to dispose of cardboard boxes not utilized by a local grocery store?
A. burn them once a month
B. send them to be dumped in a remote area
C. have them recycled for future paper products
D. put them into a dumpster with the rest of the trash",C
"Which item is used for protection from chemical splashing?
A. compass
B. hand lens
C. microscope
D. safety goggles",D
"Which processes change magma into igneous rock?
A. cooling and crystallization
B. compaction and cementation
C. heat and pressure
D. weathering and erosion",A
"Sophie investigates the water supply at her school and the things that affect it. Which action is a direct observation?
A. tasting water from a water fountain
B. reading water test results
C. studying the rules for purifying water
D. investigating causes of water pollution",A
"Two identical books are on opposite ends of a table. Which of these would increase the gravitational force exerted between the two books?
A. decrease the distance between the books
B. decrease the mass of the books
C. decrease the mass of the table
D. decrease the temperature in the room",A
"When a guitar string is plucked, sound is produced by
A. the size of the guitar.
B. the metal on the guitar.
C. the wood on the guitar.
D. the vibrations of the string.",D
"What is the role of chlorophyll in photosynthesis?
A. absorbing oxygen
B. reflecting green light
C. absorbing light energy
D. blocking carbon dioxide",C
"Which tool should a student use to compare the masses of two small rocks?
A. balance
B. hand lens
C. ruler
D. measuring cup",A
"Which is an example of a chemical reaction?
A. Vinegar added to baking soda forms a gas.
B. Water evaporates into air.
C. Sugar dissolves in water.
D. Corn kernels are crushed to form flour.",A
"Which type of evidence would a geologist need to support plate tectonic theory?
A. plant fossils that are similar in size
B. the weathering and erosion of coastlines
C. new crust formed by the sea floor spreading
D. rocks with different physical appearances",C
"An example of a learned trait is
A. being able to read
B. being able to breathe
C. having a scar
D. having brown eyes",A
"Angelo wants to know if the volume of water changes when it freezes. He measures the volume of water in its liquid state and then freezes it. Which tool did Angelo most likely use to measure the volume of the water?
A. a microscope
B. a thermometer
C. a balance scale
D. a graduated cylinder",D
"In order for a glider to fly, its weight must be opposed by
A. lift.
B. drag.
C. gravity.
D. friction.",A
"Why does the leaf of a plant look green?
A. Because it absorbs green light
B. Because it reflects green light
C. Because it absorbs only yellow and blue light
D. Because it reflects a mixture of yellow and blue light",B
"Which statement best describes the nature of sound?
A. Sound travels fastest in air.
B. Sound travels faster than light.
C. Sound travels as longitudinal waves.
D. Sound travels as transverse waves.",C
"Which of these provides most of the oxygen in Earth's atmosphere?
A. coral reefs
B. rainforest plants
C. ocean phytoplankton
D. continental grasslands",C
"A solution of lead (II) nitrate reacts with a solution of sodium iodide to produce a yellow solid of lead (II) iodide and aqueous sodium nitrate. Which of these illustrates the reaction?
A. Pb(NO_{3})_{2}(aq) + 2NaI(aq) -> PbI_{2}(s) + 2NaNO_{3}(aq)
B. L_{2}N(aq) + SI(aq) -> L_{2}I(s) + SN(aq)
C. Pb_{2}N(aq) + NaI(aq) -> Pb_{2}I(s) NaN(aq)
D. Fe(NO_{3})_{2}(aq) + 2NaI(aq) -> FeI_{2} + 2NaNO_{3}(aq)",A
"A meteoroid becomes a meteorite when it
A. impacts the surface of a planet.
B. encounters the atmosphere of a planet.
C. makes a complete orbit around a planet.
D. starts to burn up in the atmosphere of a planet.",A
"Which force causes rocks to roll downhill?
A. gravity
B. friction
C. erosion
D. magnetism",A
"Infectious diseases are caused by
A. allergies
B. vitamin deficiencies
C. chemical spills
D. microorganisms",D
"A water wave that occurs in an ocean is an example of which type of wave?
A. electromagnetic
B. gravitational
C. transverse
D. seismic",C
"Which of the following is an example of how insects are beneficial to humans?
A. Insects can spread diseases.
B. Insects have short life spans.
C. Insects pollinate flowering plants.
D. Insects sometimes eat poisonous plants.",C
"In a closed system, what happens to the total energy of the system as energy conversions take place?
A. It increases.
B. It decreases.
C. It remains constant.
D. It is transferred out of the system.",C
"Which of these organisms is a producer in a marine ecosystem?
A. fish
B. gull
C. algae
D. worm",C
"Which of the following describes a reason why companies irradiate some fruits and vegetables before they are sold to the public?
A. to improve the flavors by increasing the sugar content
B. to speed up the ripening of produce picked too early
C. to partially cook the produce before canning or freezing
D. to extend the shelf life by killing existing microorganisms",D
"A glacier is a slow moving river of ice. How does a glacier help create soil?
A. It scrapes small particles off large rocks.
B. It carries plants down mountains and to oceans.
C. It melts and becomes part of streams and rivers.
D. It freezes small particles of dirt to form large rocks.",A
"During winter months, Amina sometimes notices ice covering the hoods of parked cars. Once the engine of the car runs for a while, the ice on the hood begins to melt. What form of energy is released from the car engine to melt the ice?
A. chemical
B. electrical
C. heat
D. light",C
"A student notices dogs have more fleas in the summer than in the winter. Based on these observations, which is the most logical question for the student to investigate?
A. How does wind affect the amount of fleas on dogs?
B. How does diet affect the amount of fleas on dogs?
C. How does rain affect the amount of fleas on dogs?
D. How does temperature affect the amount of fleas on dogs?",D
"According to the periodic table, all of the following are metals except
A. sodium
B. zinc
C. fluorine
D. calcium",C
"A squid is an animal that lives in the ocean. It pumps a stream of water out of its body, causing it to move rapidly. Which of the following mechanical systems moves in a way most similar to the squid?
A. a bus
B. a helicopter
C. a rocket
D. a train",C
"When the wax from a candle drips, the wax has reached
A. its boiling point.
B. its melting point.
C. a chemical change.
D. a physical change.",B
"In the morning, students observed puddles of water all over the playground. What would best explain why the playground was dry in the afternoon?
A. Animals drank the water.
B. The wind stopped blowing.
C. Someone dried the puddles.
D. The water evaporated during the day.",D
"Many areas of Massachusetts have small deep ponds called kettle ponds. Which of the following best explains the formation of these ponds?
A. avalanche
B. wind erosion
C. glacial depression
D. sediment deposition",C
"What relationship exists between a dog and its fleas?
A. commensalism
B. gradualism
C. mutualism
D. parasitism",D
"Which of the following could limit the supply of a renewable resource?
A. recycling aluminum cans
B. cutting down trees in forests
C. mining minerals such as gold
D. conserving freshwater resources",B
"Which statement best describes the energy transformations that occur when a candle burns?
A. Heat energy from the wax is converted into chemical and light energy.
B. Heat energy from the air is converted into mechanical and light energy.
C. Chemical energy from the wax is converted into light and heat energy.
D. Chemical energy from the air is converted into mechanical and light energy.",C
"Pesticides and fertilizers can help farmers to produce more crops. However, overuse of these chemicals can result in
A. ecological succession
B. material recycling
C. environmental pollution
D. selective breeding",C
"What type of energy travels through the body of a microscope that allows the specimen to be seen by a student?
A. heat
B. solar
C. light
D. electrical",C
"A powder made up of both white specks and black specks is likely to be
A. a solution
B. a pure compound
C. a mixture
D. an element",C
"In the past, wild hogs called ""javelinas"" were seen only in the southern part of New Mexico. Now, javelinas are seen in areas 100 miles further north. What is the most likely cause of this expansion?
A. Javelinas are reproducing less frequently.
B. Environmental conditions have changed.
C. The javelina's genetic traits have mutated.
D. Nutritional requirements of javelinas have changed.",B
"Which is the best example of a pure substance?
A. peanuts
B. milk
C. gold
D. air",C
"Which tool would best help a person observe the parts of a plant cell?
A. hand lens
B. telescope
C. binoculars
D. microscope",D
"The energy stored in the bonds of a glucose molecule during photosynthesis is in what form?
A. chemical
B. electrical
C. kinetic
D. light",A
"What happens to water molecules during the boiling process?
A. They move faster and move farther apart as they absorb heat.
B. They move faster and remain close together as they absorb heat.
C. They move more slowly but move farther apart as they lose heat.
D. They move faster and move farther apart as they lose heat.",A
"Evidence suggests that there is a relationship between ancient dinosaurs and modern birds. Through time, each occurrence of a new trait most likely resulted from which of the following?
A. mutation of genes
B. hybridization of species
C. extinction of populations
D. alteration of the environment",A
"Which of the following can cause erosion?
A. falling leaves
B. flowing water
C. growing grass
D. rising temperatures",B
"Living things are classified as producers or consumers according to
A. their speed of movement
B. the size of their communities
C. how they obtain food
D. how they reproduce",C
"A hydrologist studies the location, movement, and quality of water. A hydrologist recognizes the importance that water exists as ___.
A. a solid, a liquid, and a gas (vapor)
B. a solid and a liquid
C. a solid and a gas (vapor)
D. a solid only",A
"Which of these can be recycled in an attempt to conserve resources?
A. gasoline
B. sunlight
C. aluminum
D. natural gas",C
"This in turn causes the average temperature on Earth to rise. Which of the following observations supports that theory?
A. The summer of 1998 was one of the hottest summer seasons on record.
B. Carbon dioxide gas from cars and industry is a product of burning that produces heat.
C. Carbon dioxide in the upper atmosphere absorbs and re-emits heat radiated from Earth's surface.
D. Radiation on Earth's surface is increasing because of a hole in the ozone layers.",C
"Which of these can be mined from Earth and used as an energy source?
A. Coal
B. Gravel
C. Granite
D. Limestone",A
"Which tool is used to determine how long it takes warm water to melt an ice cube?
A. a scale
B. a stopwatch
C. a calculator
D. a thermometer",B
"Two scientists doing the same experiment got different results. Which would be the best way to figure out which result might be correct?
A. A group of scientists should argue about the results.
B. The two scientists should do different experiments.
C. More scientists should do the experiment.
D. A group of scientists should vote.",C
"A lipid bilayer allows certain molecules to pass through and blocks other molecules. Which structure is most often protected by a lipid bilayer?
A. cell
B. organ
C. tissue
D. system",A
"Traits are transferred from generation to generation through the
A. sperm only
B. egg only
C. sperm and the egg
D. testes",C
